index,Expected Salary,CGPA,10th Percentage,12th Percentage,Branch,Certifications,Level of Participation,Communication Proficiency,Programming Languages,Extraversion,Agreeableness,Openness,Conscientiousness,Neuroticism,Attendance %,Employeed
82,22525.84,9.11,87.62,55.39,6,0,0,5,3,3,3,2,5,2,75,0
83,22448.08,8.73,69.08,66.55,4,0,0,4,2,1,4,1,1,5,90,1
84,15568.18,6.25,74.41,74.64,1,0,0,3,2,3,1,1,3,5,86,1
85,33916.95,9.57,83.76,88.32,2,0,2,7,4,1,4,3,1,4,88,0
86,44205.85,5.28,97.92,69.67,1,0,0,4,2,3,5,1,1,3,60,1
87,31246.52,8.6,83.67,49.37,2,3,0,5,5,3,4,3,3,4,55,0
88,46846.95,7.98,82.39,46.81,6,0,0,6,1,1,5,1,5,3,69,1
89,35928.09,5.24,44.83,88.33,1,0,0,8,1,1,4,1,4,1,89,1
90,45196.44,8.15,72.8,61.64,0,0,0,9,3,3,5,4,3,1,84,0
91,30494.41,6.46,80.97,55.06,2,0,0,9,2,4,3,4,2,4,50,0
92,39150.03,5.02,74.93,89.81,3,0,0,10,2,1,4,3,3,2,80,1
93,27985.09,9.6,42,44.64,2,0,2,8,2,3,2,1,5,2,80,1
94,45938.47,8.39,58.26,61.91,3,0,0,8,2,3,4,5,2,2,62,0
95,40781.89,6.94,37.96,89.99,5,0,2,4,3,3,3,4,2,4,82,1
96,33012.05,6.97,55.48,49.76,0,0,0,3,5,1,2,5,3,3,57,1
97,43594.4,9.25,76.15,44.36,0,0,0,6,2,5,3,3,2,5,88,0
98,34776.1,6.22,46.08,71.07,6,0,0,10,2,1,4,1,5,1,70,1
99,31300.84,7.79,38.42,48.31,6,0,0,10,3,4,3,4,2,2,86,1
100,37633.99,6.8,50.5,77.47,4,5,0,10,2,1,4,5,4,4,95,1
101,33158.14,6.03,52.05,89.85,6,0,0,4,4,3,2,1,5,3,83,1
102,40172.48,6.45,51.1,69.12,4,0,0,8,3,4,1,4,5,5,100,0
103,11734.26,8.81,79.78,70.39,1,0,0,10,5,1,5,2,1,4,69,1
104,41681.51,9.25,74.4,39.38,2,0,0,7,5,2,2,4,1,5,57,0
105,22477.87,7.38,42.38,89.88,0,0,0,9,1,4,3,1,5,1,75,1
106,41703.01,8.91,78.06,49.03,2,0,0,7,5,4,1,2,5,4,81,1
107,41891.38,8.5,42.81,39.01,6,0,0,8,3,5,2,2,2,1,81,1
108,43090.65,5.36,39.65,69.52,2,4,0,9,1,1,3,3,3,4,93,1
109,38483.11,7.31,83.91,64.31,5,0,0,10,4,5,3,3,5,3,62,1
110,46782.63,6.22,83.89,75.14,5,0,0,4,3,4,1,2,3,5,62,0
111,35026.1,6.61,35.38,61.37,1,3,0,3,3,4,3,5,2,2,78,1
112,28018.01,9.16,69.71,78.44,0,5,0,5,5,1,2,4,2,3,69,0
113,47918.49,5.95,87.03,59.56,6,0,0,8,5,5,3,3,5,4,98,1
114,17174.75,8.22,70.22,74.49,5,0,0,3,2,5,5,4,2,4,99,1
115,25596.92,8.04,90.4,46.34,1,0,0,8,4,1,1,5,2,3,82,0
116,27577.34,7.31,37.86,84.64,4,0,0,5,3,5,3,1,4,3,87,0
117,31874.22,9.13,75.31,74.42,1,0,0,6,4,3,5,3,4,2,90,0
118,10964.8,8.18,76.7,82.95,4,4,0,7,5,3,1,4,3,3,83,1
119,37448.91,7.18,39.05,87.56,0,5,0,3,4,4,2,2,4,5,78,1
120,16902.73,6.11,67.76,65.89,0,0,0,5,1,3,3,4,4,3,56,1
121,37025.18,5.78,80.38,46.5,6,0,3,8,2,5,5,5,5,1,62,1
122,13660.53,5.71,71.59,60.88,3,0,0,8,1,5,2,3,5,3,70,0
123,31736.25,6.24,62.55,89.42,5,0,0,5,4,3,1,2,3,3,78,1
124,24938.88,6.25,47.47,53.41,0,0,0,6,5,1,1,4,1,3,59,1
125,18514.68,6.3,95.6,85.81,0,0,0,7,3,4,3,3,3,3,76,1
126,45337.41,8.03,46.85,58.95,3,0,0,6,4,4,4,4,1,1,92,0
127,31342.06,6.91,88.55,49.57,6,0,0,6,3,3,2,2,3,4,78,1
128,46230.24,5.97,82,83.45,0,0,0,9,3,1,4,2,1,5,61,1
129,25354.88,9.38,89.63,46.87,0,0,0,8,5,1,4,1,3,3,78,0
130,40161.73,6.48,73.45,48.28,0,0,0,5,1,1,5,3,5,5,67,1
131,46235.27,6.15,91.48,61.08,3,0,0,5,3,1,2,5,4,2,88,1
132,31847.18,7.28,76.92,46.71,1,0,0,3,1,3,5,1,2,1,62,1
133,26344.4,7.63,96.26,89.17,5,3,0,5,3,2,3,4,4,2,87,0
134,22889.21,8.03,96.57,46.98,6,0,0,7,1,2,3,3,2,4,88,0
135,41146.01,7.58,62.02,42.22,1,0,0,9,3,4,3,1,3,5,92,1
136,29460.12,6.88,56.94,63.75,0,0,0,6,3,4,3,5,5,1,75,0
137,30839.86,8.04,81.68,63.63,5,2,0,9,1,5,2,1,5,2,64,0
138,32349.29,6.09,46.48,74.74,1,5,2,10,2,2,2,2,4,5,66,1
139,18662.91,6.33,89.98,65.16,6,0,0,4,5,5,1,3,5,3,92,0
140,12818.21,5.11,37.37,93.39,0,0,0,7,3,3,2,2,2,4,80,1
141,15377.34,6.62,98.43,51.94,5,0,0,7,3,3,4,1,5,1,61,0
142,32910.59,5.93,77.24,50.33,0,0,0,3,1,5,2,1,4,3,90,1
143,39022.64,5.12,95.44,85.68,3,0,0,3,1,1,2,1,2,3,82,0
144,15234.81,7.57,92.93,55.69,1,5,0,6,4,2,1,5,2,5,73,0
145,17185.44,9.41,65.86,88.45,6,0,3,3,4,2,3,1,1,4,96,1
146,14831.36,5.02,57.63,92.94,6,0,0,7,4,3,4,4,2,3,74,0
147,46629.35,7.61,57.13,86.95,2,0,0,5,5,1,1,3,3,3,74,1
148,21774.54,8.73,65.76,79.45,1,0,2,7,1,4,1,2,3,2,63,0
149,18993.62,6.04,39.81,79.93,5,0,0,6,1,4,5,5,1,1,70,0
150,48720.16,6.33,70.41,41.91,6,0,0,4,5,5,1,5,1,5,85,1
151,19737.9,8.95,36.63,66.09,2,3,0,6,5,2,3,1,4,5,77,0
152,25382.96,8.34,54.1,68.67,2,0,0,5,1,2,5,3,5,3,62,1
153,45361.65,7.81,65.96,37.81,3,4,0,4,5,1,2,1,4,1,57,0
154,39551.2,8.98,94.06,93.16,6,0,0,6,5,5,3,5,3,1,74,0
155,49046.29,9.71,40.53,46.09,2,0,0,8,3,2,1,4,2,4,54,0
156,25517.22,8.06,46.24,47.66,0,0,0,5,4,5,5,5,1,1,80,0
157,15157.3,7.99,42.53,66.87,0,0,0,10,2,5,3,4,5,3,78,0
158,47398.7,8.51,35.36,93.18,3,0,0,6,4,5,3,1,2,4,92,1
159,25994.22,6.22,82.49,94.67,4,0,0,9,3,3,4,2,5,4,57,1
160,37721.28,7.64,88.09,84.38,5,0,0,6,1,4,2,4,4,4,52,0
161,37343.7,6.65,93.37,38.72,2,0,0,5,1,4,1,4,3,4,67,0
162,23657.62,7.13,62.29,35.79,0,0,0,5,3,1,3,4,1,3,61,0
163,47550.56,5.07,81.33,73.92,3,0,0,9,5,2,1,4,1,1,92,1
164,21173.44,7.73,94.96,75.22,0,0,0,3,2,4,5,5,4,1,88,0
165,29254.63,9.71,62.85,92.97,5,0,0,5,1,1,2,2,3,2,54,1
166,21603.14,8.15,38.74,89.54,2,0,1,8,4,4,5,5,5,5,85,0
167,40397.77,8.21,44.17,92.45,4,0,0,7,5,1,1,1,1,5,79,0
168,33960.41,7.55,92.63,49.03,4,0,0,3,4,5,1,2,2,1,90,0
169,12064.32,6.4,86.03,88.76,0,0,0,10,2,1,4,5,1,4,65,0
170,27630.59,5.2,83.25,90.42,4,0,0,4,3,4,2,2,2,5,85,1
171,15966.2,9.89,43.23,83.88,0,0,0,10,3,1,1,5,1,1,99,1
172,42896.9,7.56,84.6,75.88,3,0,0,10,1,2,3,4,5,5,56,1
173,46952.98,8.18,59.69,91.84,3,0,0,5,1,5,2,2,3,5,98,1
174,48765.98,9.86,68.14,57.03,0,0,0,6,2,4,5,1,4,1,65,1
175,12949.76,6.81,78.82,76.42,3,0,0,3,4,3,5,5,2,3,64,1
176,28754.09,7.57,74.88,36.47,5,0,0,10,1,2,5,4,1,5,87,0
177,30178.88,6.74,53.53,86.18,3,0,0,10,1,1,5,1,4,1,84,1
178,29414.87,7.01,71.05,68.82,2,0,0,4,3,3,1,3,4,3,63,1
179,10733.55,8.45,62.98,48.6,0,2,0,9,3,1,2,5,5,5,100,0
180,24410.75,7.14,90.32,39.23,3,0,0,6,1,3,4,1,5,4,83,1
181,49483.2,5.03,51.56,84.87,5,0,0,8,5,3,5,5,1,3,55,1
182,42925.48,6.96,58.72,53.27,3,0,1,10,1,1,3,5,2,3,56,0
183,16167.74,5.64,59.79,46.24,1,4,2,8,5,5,4,2,3,3,55,1
184,11030.24,7.79,94.66,77.98,1,0,0,9,4,3,4,3,2,2,79,1
185,13626.93,6.41,37.88,67.14,4,0,0,6,5,2,2,3,2,2,54,1
186,22346.26,7.84,98.25,65.9,5,0,0,3,1,1,5,5,3,1,55,0
187,37765.25,8.82,54.3,74.09,4,0,0,10,5,5,5,2,4,5,64,1
188,18106.66,5.56,83.5,84.73,5,0,0,3,5,4,5,4,1,2,73,1
189,12096.62,6.72,47.65,51.4,5,0,0,8,4,5,5,4,5,3,82,0
190,36501.05,9.07,70.97,37.82,0,0,0,3,5,5,5,3,2,4,88,0
191,27968.65,6.15,92.95,55.7,1,1,0,4,4,5,4,1,2,5,70,1
192,20908.75,7.06,90.25,68.85,5,0,0,3,3,5,1,2,3,2,62,1
193,17179.02,8.1,54.94,49.11,6,0,0,7,1,4,4,1,4,3,86,0
194,45330.55,7.77,45.01,49.24,1,0,0,4,2,5,5,5,5,5,72,1
195,20402.49,8.64,63.41,63.1,3,0,0,4,3,4,2,1,1,5,76,1
196,34564.36,8.93,39.67,61.74,0,0,3,5,4,1,4,4,4,5,76,1
197,22369.6,7.48,40.04,40.69,4,5,0,4,5,1,3,2,2,1,75,1
198,13382.14,7.85,68.4,82.37,4,0,0,7,2,3,2,2,3,5,52,0
199,47540.62,5.81,67.54,71.96,1,5,0,7,2,3,2,4,3,2,76,0
200,12287.22,9.65,84.84,42.52,0,0,0,4,5,4,4,4,5,4,85,0
201,11103.42,7.29,36.73,72.04,1,0,0,5,5,3,2,3,4,5,85,0
202,22900.91,6.07,35.8,57.66,0,0,0,3,4,1,1,2,1,5,63,0
203,14893.41,7.68,50.43,74.25,2,0,0,9,5,5,3,4,2,5,70,0
204,16644.55,8.94,97.23,84.36,0,5,0,4,3,3,4,2,1,3,98,0
205,33606.15,6.44,66.63,58.91,6,0,0,9,5,4,2,5,2,5,95,0
206,28013.13,6.32,35.13,87.49,2,0,2,6,4,5,2,2,4,1,94,0
207,18861.76,9.33,40.08,42.23,6,0,0,5,4,2,4,3,4,4,51,1
208,28593.51,7.2,61.76,70.86,2,0,0,6,4,3,1,1,3,4,98,0
209,15013.96,5.19,77.28,52.76,6,0,0,9,2,5,3,4,5,1,52,1
210,27792.96,7.56,63.3,55.99,3,4,0,10,3,5,1,4,3,4,94,0
211,47867.65,9.22,72.05,91.75,2,0,0,7,3,3,3,5,3,1,67,1
212,38883.24,5.88,50.9,93.54,0,0,0,3,3,2,1,4,2,4,53,0
213,10195.7,8.5,94.85,65.3,2,0,0,9,5,1,4,1,4,3,70,0
214,42796.16,6.34,86.56,76.56,1,4,0,8,4,2,5,3,5,5,53,0
215,40648.38,9.1,44.3,58.67,5,0,0,4,2,4,4,3,3,3,57,0
216,24953.68,9.94,73.02,85.98,3,0,0,10,1,4,2,3,2,5,79,0
217,31544.93,6.79,65.92,79.77,6,0,0,10,5,5,5,3,5,1,52,1
218,28823.06,6.64,47.33,58.99,3,3,0,4,4,4,3,4,1,4,57,0
219,31277.01,9.41,57.81,82.32,2,0,0,4,2,3,1,3,4,3,56,0
220,40854.52,9.61,75.31,71.6,1,0,0,5,4,2,1,3,2,5,51,0
221,27652.24,8.69,61.19,39.53,3,0,0,10,2,5,1,2,1,2,73,1
222,45981.59,7.77,36.03,63.65,5,0,0,4,1,2,2,2,4,2,68,1
223,33201.42,5.98,43.52,52.2,6,0,0,3,5,4,4,1,5,3,85,0
224,33613.06,8.22,75.26,51.86,2,0,0,4,2,4,3,4,1,5,94,0
225,37692.18,6.65,39.88,53.5,3,0,0,10,1,5,1,5,3,3,94,1
226,44521.4,6.35,37.07,67.24,2,0,0,9,5,5,5,5,2,3,64,1
227,16232.45,5.21,98.98,71.45,0,0,0,9,4,2,4,1,3,5,76,0
228,27235.91,7.72,55.27,83.93,2,0,0,3,3,3,3,2,3,3,65,0
229,21336.46,6.23,46.11,43.66,2,4,0,6,2,2,1,2,4,2,51,0
230,49893.01,5.96,57.13,83.85,1,0,0,4,5,2,3,2,2,4,78,0
231,26295.32,6.43,74.49,59.75,1,0,0,9,2,1,3,3,3,4,95,1
232,11391.37,7.82,98.16,68,0,0,0,9,2,5,4,4,2,1,68,0
233,46685.27,7.58,76.06,39.02,2,2,0,6,2,1,2,4,4,3,84,1
234,41967.18,6.43,57.73,82.07,5,4,0,8,5,3,3,4,5,1,86,1
235,20092.29,5.67,74.29,51.55,4,0,0,5,1,2,1,3,1,4,71,0
236,18494.73,8.33,41.83,91.69,5,0,0,3,2,4,3,1,1,4,82,1
237,15687.22,5.83,88.83,35.64,5,0,0,7,3,4,4,5,2,3,56,1
238,13186.25,5.03,63.51,69.78,3,0,0,10,5,2,2,1,4,2,60,0
239,17638.54,9.08,61.49,54.91,0,0,0,9,5,1,5,3,5,4,89,1
240,38918.59,8.66,82.62,54.54,0,0,0,9,4,1,4,1,4,3,82,0
241,31867.91,5.35,40.37,78.27,5,0,2,7,5,3,5,3,2,4,95,1
242,35745.22,5.12,80.68,89.77,3,0,0,9,5,2,3,1,3,3,55,1
243,13915.12,9.84,63.15,91.82,1,0,0,10,5,4,1,1,5,3,69,0
244,43624.63,8.88,57.76,41.01,0,0,0,8,5,2,2,5,4,2,85,1
245,42499.64,9.75,46.78,85.56,0,0,0,10,1,2,2,4,3,3,58,0
246,13147.71,6.81,40.97,91.46,3,0,0,4,3,3,2,2,5,5,86,0
247,44142.85,5.03,53.27,38.17,0,0,2,7,4,3,5,3,4,3,57,0
248,37399.72,7.05,97.2,60.59,4,0,0,3,1,3,1,3,1,5,66,1
249,47464.85,8.88,61.76,35.99,0,0,0,6,4,4,5,4,1,4,63,1
250,30862.99,6.01,40.57,42.45,0,1,0,9,5,2,4,2,4,2,75,0
251,48380.72,7.91,58.87,48.22,5,0,1,9,4,2,1,2,5,1,95,1
252,32575.13,6.74,53.07,70.54,3,0,0,9,2,5,4,4,1,2,85,0
253,15548.89,6,46.43,67.25,2,0,0,10,3,1,4,3,4,5,57,1
254,16275.96,5.03,59.93,91.48,5,0,0,4,4,2,5,4,2,2,54,0
255,19170.09,7.89,53.48,46.68,2,0,0,9,2,5,1,1,1,2,75,1
256,24108.5,5.46,82.35,52.77,6,0,3,3,5,3,2,4,5,1,83,1
257,18498.87,8.2,74.64,68.82,0,3,0,8,4,5,5,2,1,4,73,1
258,45862.28,9.1,92.88,69.96,1,0,0,9,4,5,5,3,2,2,50,1
259,28009.26,9.87,72.43,38.68,2,0,2,3,4,1,5,2,1,1,84,1
260,49750.8,5.64,82.48,68.05,4,0,0,5,2,5,3,2,3,1,78,1
261,36678.37,9.55,78.25,60.16,5,0,0,7,1,2,3,1,3,4,96,1
262,32867.97,7.66,35.48,36.59,4,0,0,8,1,5,5,3,5,2,93,1
263,49949.71,5.58,58.53,72.6,6,0,0,7,3,3,4,5,5,5,96,0
264,32418.45,9.26,68.47,47.44,4,2,3,7,3,3,1,4,5,2,53,0
265,26361.72,6.46,87.34,63.09,2,0,0,8,1,1,3,2,3,5,98,0
266,35915.51,7.44,92.88,66.13,0,0,0,3,1,3,2,5,5,3,74,1
267,40324.22,9.98,87.27,86.45,1,0,0,5,3,4,3,1,2,4,75,1
268,24603.15,9.16,61.3,77.87,0,0,0,9,2,3,1,4,5,1,50,1
269,33309.12,8.79,77.55,54.92,2,3,0,3,4,1,4,4,4,3,100,0
270,47910.34,9.73,42.79,40.68,4,0,0,3,4,1,5,4,5,4,99,1
271,14980.54,6.61,73.54,50.81,2,0,0,7,3,5,4,2,4,1,64,1
272,30759.2,7.87,79.17,90.75,3,0,0,8,5,1,5,1,4,4,58,0
273,35874.23,5.05,43.7,61.51,0,0,0,5,2,4,2,3,3,5,72,0
274,16111.24,9.53,38.64,47.47,0,0,0,4,4,3,5,3,4,2,97,0
275,26205.07,9.2,66.8,36.46,0,0,0,10,1,3,2,1,1,5,87,1
276,13494.37,5.27,40.76,74.8,1,0,0,4,2,1,3,5,2,5,79,0
277,48267.21,6.46,52.08,52.43,0,0,0,5,1,5,5,2,2,3,78,0
278,34448.14,8.29,52.2,46.41,0,0,0,6,4,1,2,1,2,5,73,1
279,47594.97,8.49,46.19,72.01,0,0,0,3,5,5,5,3,4,3,63,1
280,16493.84,7.39,72.47,74.93,3,0,0,7,2,5,4,3,5,3,84,1
281,33836.7,5.33,58.61,54.7,3,0,0,6,1,2,1,1,1,2,74,0
282,43674.15,6.45,54.58,67.44,6,4,0,5,1,3,3,2,3,1,78,1
283,10658.39,8.23,74.85,84.99,1,1,0,7,3,1,3,5,5,3,78,0
284,40627.7,7.32,87.87,52.93,5,0,0,8,5,4,1,2,2,3,83,0
285,21748.29,6.19,75.47,59.78,4,0,0,5,5,4,3,3,4,5,58,0
286,39357.66,6.92,37.38,55.31,0,0,0,9,5,4,1,3,2,4,74,1
287,26292.21,7.26,84.26,50.04,6,3,0,10,5,3,2,5,1,2,71,1
288,19731.14,8.39,90.68,79.85,2,0,0,7,1,2,2,1,2,2,85,1
289,46323.07,8.4,64.83,49.17,6,0,0,7,1,5,1,3,1,1,51,1
290,17037.04,7.99,72.7,86.82,4,0,0,8,3,2,1,2,4,4,53,0
291,16984.12,6.63,85.76,77.04,2,0,0,10,4,2,3,3,5,5,64,0
292,32155.85,5.05,47.49,82.68,0,0,0,3,4,3,1,5,2,3,86,1
293,34582.38,5.93,94.92,78.39,3,0,0,3,5,2,5,5,2,2,100,0
294,28846.84,6.81,37.22,78.47,5,0,2,5,1,2,5,2,3,4,64,1
295,38666.13,6,44.22,66.07,6,0,0,5,5,5,3,3,3,3,59,0
296,29026.95,8.61,48.45,52.48,0,2,0,8,3,5,4,3,3,1,78,0
297,42441.49,5.83,45.19,54.76,1,0,0,10,5,2,3,5,1,5,99,0
298,39390.33,8.31,66.49,68.2,6,4,0,3,3,3,2,1,3,4,54,0
299,17471.34,7.85,78.12,48.02,0,0,0,8,1,3,4,3,2,1,100,0
300,48915.27,8.55,56.2,58.41,3,0,0,3,1,1,1,5,3,1,54,0
301,45837.21,5.15,54.23,62.58,0,0,2,3,4,1,1,4,3,3,100,0
302,45887.71,7.36,51.74,35.93,6,0,2,7,4,1,5,2,5,2,98,0
303,11454.36,6.87,90.71,42.16,2,0,0,3,5,1,3,3,2,1,62,1
304,11999.56,5.15,77.49,67.04,2,0,0,9,2,3,2,2,3,4,93,0
305,31085.89,6.88,97.74,92.92,0,0,0,5,2,3,3,3,1,5,70,1
306,39420.02,5.91,92.33,89.55,0,0,0,8,1,5,5,1,4,4,97,1
307,26766.73,6.34,63.27,60.49,0,0,0,10,4,2,4,3,5,4,76,1
308,15193.87,9.24,76.48,51.31,1,0,0,6,3,1,5,1,2,4,59,0
309,20270.83,8.45,65.79,78.16,3,0,0,7,1,2,1,1,3,5,52,1
310,32688.04,7.63,88.75,89.42,0,0,0,5,1,2,5,3,1,2,62,1
311,21357.94,9.21,59.75,86.74,0,0,0,5,1,4,1,2,2,1,95,0
312,41748.46,9.12,85.99,94.97,0,0,0,10,2,2,4,1,1,4,63,1
313,39083.2,9.76,69.13,62.78,3,2,0,5,5,4,3,3,1,5,63,1
314,42596.93,7.87,67.26,91.68,6,0,0,4,4,4,5,4,1,5,100,1
315,12232.12,7.36,88.48,73.62,0,0,0,9,5,4,4,2,2,3,88,1
316,25693.89,9.39,45.88,44,1,0,0,9,4,4,1,2,3,5,93,1
317,30414.47,8.84,65.06,82.9,3,0,0,9,4,4,4,1,5,1,77,1
318,32916.95,6.15,88.92,45.34,0,0,0,8,3,3,2,2,2,2,55,1
319,10180.33,9.07,80.11,75,2,0,0,5,3,5,4,1,1,4,89,1
320,19351.65,7.7,59.1,52.35,0,0,0,9,3,3,2,1,4,3,99,0
321,23215.85,5.47,37.26,81.07,5,0,0,3,2,1,2,5,5,2,69,0
